Gene1	Gene2	Chromosome1	Chromosome2	Breakpoint1	Breakpoint2	FusionStrand1	FusionStrand2	GeneStrand1	GeneStrand2	type	site1	site2	transcript_id1	transcript_id2	reading_frame	5p_role	3p_role
SPON1	LINC02548	11	11	13982953	13840655	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000576479	ENST00000659648	out-of-frame	[]	[]
MAP4	SPINK8	3	3	47977865	48321074	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000395734	ENST00000434006	in-frame	[]	[]
MAP4	SPINK8	3	3	47998638	48319618	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000395734	ENST00000434006	out-of-frame	[]	[]
MAP4	SPINK8	3	3	47998638	48321074	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000395734	ENST00000434006	in-frame	[]	[]
MAP4	SPINK8	3	3	47987383	48319618	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000426837	ENST00000434006	out-of-frame	[]	[]
FLNB	SLMAP	3	3	58169793	57890041	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000358537	ENST00000659705	in-frame	[]	[]
RBM6	LIMD1-AS1	3	3	49972148	45680071	+	-	+	-	inversion	CDS/splice-site	exon/splice-site	ENST00000443081	ENST00000658801	out-of-frame	[]	[]
LRMDA	CDH23	10	10	75438494	71730469	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000611255	ENST00000224721	out-of-frame	[]	[]
EPAS1	REG3G	2	2	46297937	79025983	+	+	+	+	deletion	CDS/splice-site	5'UTR/splice-site	ENST00000263734	ENST00000272324	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
TMEM108	ACP3	3	3	133046020	132328267	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000321871	ENST00000351273	.	[]	[]
MIER1	SGIP1	1	1	66970959	66534246	+	+	+	+	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000355977	ENST00000371039	out-of-frame	[]	[]
TBC1D22A	PRR5-ARHGAP8	22	22	47111603	44845269	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000380995	ENST00000361473	out-of-frame	[]	[]
MIER1	SGIP1	1	1	66963160	66534246	+	+	+	+	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000355977	ENST00000371039	out-of-frame	[]	[]
CDC42EP4	SDK2	17	17	73310881	73456053	-	-	-	-	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000580315	ENST00000392650	.	[]	[]
TBC1D22A	ARHGAP8	22	22	47111603	44845269	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000380995	ENST00000389774	out-of-frame	[]	[]
ACTR2	UGP2	2	2	65246739	63856306	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000260641	ENST00000337130	out-of-frame	[]	[]
CACUL1	C10orf88B	10	10	118754396	122888269	-	+	-	+	inversion	CDS/splice-site	exon/splice-site	ENST00000369151	ENST00000425266	out-of-frame	[]	[]
NCK1	KCNMB2	3	3	136862319	178807343	+	+	+	+	deletion	5'UTR/splice-site	5'UTR/splice-site	ENST00000288986	ENST00000437510	.	[]	[]
NCK1	AC117457.1	3	3	136862319	178807343	+	+	+	+	deletion	5'UTR/splice-site	5'UTR/splice-site	ENST00000288986	ENST00000614557	.	[]	[]
SRGAP3	TADA3	3	3	9248885	9780549	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000383836	ENST00000301964	out-of-frame	['Cancer']	[]
ZNF589	CAMP	3	3	48241214	48223605	+	+	+	+	duplication	CDS/splice-site	CDS	ENST00000412564	ENST00000296435	out-of-frame	[]	[]
AC093817.2	GASK1B	4	4	157823802	158131012	-	-	-	-	duplication	exon/splice-site	CDS/splice-site	ENST00000652341	ENST00000585682	.	[]	[]
CNOT8	LARP1	5	5	154872651	154802007	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000517876	ENST00000336314	in-frame	[]	[]
UNK	SLC16A5	17	17	75784984	75100007	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000589666	ENST00000580123	out-of-frame	[]	[]
TNFRSF10B	UBE2V2	8	8	23068751	48049853	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000276431	ENST00000523111	in-frame	[]	[]
PSIP1	KANK1	9	9	15506561	710804	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000380738	ENST00000382303	out-of-frame	['Cancer']	[]
GNL2	RSPO1	1	1	37593762	37632353	-	-	-	-	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000373062	ENST00000615459	out-of-frame	[]	[]
PRKDC	CHRNB3	8	8	47939551	42708717	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000314191	ENST00000534391	out-of-frame	['Kinases']	[]
ZC3H7B	PITPNB	22	22	41301772	27914347	+	-	+	-	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000352645	ENST00000455418	.	['Cancer']	[]
NELFB	GRIN1	9	9	137257054	137167774	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000343053	ENST00000371553	.	[]	[]
MAPK1	TOP3B	22	22	21867322	21962893	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000215832	ENST00000357179	out-of-frame	['Kinases', 'Cancer']	[]
COMT	CDC45	22	22	19964299	19518844	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000361682	ENST00000407835	out-of-frame	[]	[]
TMEM123	MMP20	11	11	102448812	102579142	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000398136	ENST00000260228	out-of-frame	[]	[]
DENND4C	PLIN2	9	9	19230833	19131271	+	-	+	-	inversion	5'UTR/splice-site	5'UTR/splice-site	ENST00000602925	ENST00000434144	.	[]	[]
RBBP7	CTPS2	X	X	16849244	16667724	-	-	-	-	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000380087	ENST00000359276	out-of-frame	[]	[]
ACTN4	ZNF525	19	19	38728026	53380722	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000252699	ENST00000467003	out-of-frame	['Cancer']	[]
MTA3	EML4	2	2	42579200	42317427	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000405592	ENST00000318522	in-frame	[]	['Druggable', 'Cancer']
PLAUR	FXYD7	19	19	43655439	35153894	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000339082	ENST00000270310	in-frame	[]	[]
ATP2C1	CLSTN2	3	3	130980679	140175951	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000508660	ENST00000458420	.	[]	[]
SCAF8	RAB19	6	7	154778045	140411874	+	+	+	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000367186	ENST00000537763	in-frame	[]	[]
ATP2C1	CLSTN2	3	3	130980679	140175951	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000504381	ENST00000458420	out-of-frame	[]	[]
CLSTN2	CADM2	3	3	140466731	86065605	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000458420	ENST00000383699	out-of-frame	[]	[]
MTMR3	ZFP62	22	5	29998857	180851493	+	-	+	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000333027	ENST00000502412	out-of-frame	[]	[]
RPTOR	CAMTA1	17	1	80545791	6820181	+	+	+	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000306801	ENST00000303635	in-frame	[]	['Cancer', 'Tumour Suppressor']
KDM4B	MYDGF	19	19	5016339	4668645	+	-	+	-	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000159111	ENST00000262947	.	[]	[]
PTPRF	SECTM1	1	17	43545166	82327292	+	-	+	-	translocation	CDS/splice-site	5'UTR/splice-site	ENST00000359947	ENST00000269389	out-of-frame	[]	[]
NAPEPLD	DNAJC2	7	7	103148838	103327754	-	-	-	-	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000425379	ENST00000379263	.	[]	[]
DAB2IP	RABGAP1	9	9	121760439	123065348	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000259371	ENST00000373647	in-frame	['Cancer']	[]
ZSWIM4	CCDC130	19	19	13809220	13754289	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000254323	ENST00000586600	out-of-frame	[]	[]
USP4	RHOA	3	3	49305715	49375591	-	-	-	-	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000265560	ENST00000678200	out-of-frame	[]	['Cancer', 'Tumour Suppressor']
MIGA2	NUP188	9	9	129049963	128986558	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000439290	ENST00000372577	in-frame	[]	[]
MAP4	SPINK8	3	3	47998638	48309946	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000395734	ENST00000434006	out-of-frame	[]	[]
MAP4	SPINK8	3	3	47977865	48309946	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000395734	ENST00000434006	out-of-frame	[]	[]
HP	DHODH	16	16	72059188	72024145	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000398131	ENST00000572887	out-of-frame	[]	[]
SH3YL1	PDGFRL	2	8	253005	17621051	-	+	-	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000405430	ENST00000541323	.	[]	[]
PIK3CA	KCNMB2	3	3	179148603	178828178	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000263967	ENST00000437510	.	['Cancer']	[]
MID1	ARHGAP6	X	X	10833554	11254707	-	-	-	-	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000380787	ENST00000337414	.	[]	[]
FGD4	FAR2	12	12	32399959	29270412	+	+	+	+	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000534526	ENST00000536681	in-frame	[]	[]
CDKL5	TMSB4X	X	X	18510854	12976246	+	+	+	+	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000379996	ENST00000451311	out-of-frame	['Kinases']	['Cancer']
SUZ12	NF1	17	17	31988497	31334838	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000322652	ENST00000356175	in-frame	['Cancer', 'Tumour Suppressor']	['Cancer', 'Tumour Suppressor']
CHCHD3	SLC13A4	7	7	132885662	135708250	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000262570	ENST00000354042	in-frame	[]	[]
CDC42EP4	SDK2	17	17	73311893	73456053	-	-	-	-	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000335793	ENST00000392650	.	[]	[]
ABCC5	WDR49	3	3	184014264	167478996	-	-	-	-	deletion	CDS/splice-site	CDS/splice-site	ENST00000265586	ENST00000647816	out-of-frame	[]	[]
UGT2B7	ADGRL3	4	4	69098688	61732754	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000502942	ENST00000512091	out-of-frame	[]	[]
UGT2B7	ADGRL3	4	4	69098688	61730622	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000502942	ENST00000512091	out-of-frame	[]	[]
LRRC37A3	WIPI1	17	17	64868462	68452992	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000584306	ENST00000262139	in-frame	[]	[]
SOX5	ETFRF1	12	12	24368563	25203920	-	+	-	+	inversion	5'UTR/splice-site	5'UTR/splice-site	ENST00000646273	ENST00000557540	.	[]	[]
ZNF589	CAMP	3	3	48241214	48224354	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000427617	ENST00000296435	out-of-frame	[]	[]
ITGAV	ZC3H15	2	2	186590523	186506713	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000261023	ENST00000337859	out-of-frame	['Cancer']	[]
ANKRD52	PRIM1	12	12	56257015	56741576	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000267116	ENST00000672280	in-frame	[]	[]
EHF	LDLRAD3	11	11	34646684	36081653	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000257831	ENST00000315571	in-frame	['Cancer']	[]
FAAH2	ZMAT4	X	8	57341390	40767730	+	-	+	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000374900	ENST00000315769	out-of-frame	[]	[]
KIF1B	SUMO2	1	17	10297246	75181188	+	-	+	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000676179	ENST00000420826	in-frame	[]	[]
TKTL1	EMD	X	X	154315337	154381922	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000369915	.	out-of-frame	[]	[]
TKTL1	RPL10	X	X	154315337	154381922	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000369915	.	out-of-frame	[]	['Cancer', 'Tumour Suppressor']
TNPO1	CENPH	5	5	72851319	69202919	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000337273	ENST00000515001	out-of-frame	[]	[]
COPG1	RPS27P12	3	3	129252955	129235657	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000314797	.	out-of-frame	[]	[]
ACIN1	MCHR1	14	22	23078151	40719845	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000262710	.	out-of-frame	[]	[]
ACIN1	SLC25A17	14	22	23078151	40719845	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000262710	.	out-of-frame	[]	[]
MED26	C19orf44	19	19	16627872	16517230	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000263390	ENST00000221671	in-frame	[]	[]
PLEKHM1	AC091132.4	17	17	45482437	45545805	-	+	-	+	inversion	CDS/splice-site	exon	ENST00000579197	ENST00000587078	out-of-frame	[]	[]
ATP2B4	AC096632.1	1	1	203727571	203007164	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000367218	.	out-of-frame	[]	[]
ATP2B4	TMEM183A	1	1	203727571	203007164	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000367218	.	out-of-frame	[]	[]
SELENOO	BX539320.1	22	22	50210911	49940720	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000611222	.	out-of-frame	[]	[]
SELENOO	PIM3	22	22	50210911	49940720	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000611222	.	out-of-frame	[]	['Kinases']
ST7L	LRIG2-DT	1	1	112581992	113013839	-	-	-	-	duplication	CDS/splice-site	exon/splice-site	ENST00000490715	ENST00000421157	out-of-frame	[]	[]
USP34	B3GNT2	2	2	61420746	62241238	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000398571	.	out-of-frame	[]	[]
RERE	NGF-AS1	1	1	8422727	115447696	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000465125	.	.	[]	[]
RERE	AL512638.1	1	1	8422727	115447696	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000465125	.	.	[]	[]
NOTCH1	CYSRT1	9	9	136498899	137226419	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000651671	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
LINC00674	CACNG4	17	17	68101960	66929693	+	+	+	.	duplication	exon/splice-site	intergenic	ENST00000590734	.	.	[]	[]
FAM102A	AL358074.1	9	9	127979992	125724235	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000373095	.	out-of-frame	[]	[]
FAM118A	LINC02682	22	11	45310183	15950957	+	+	+	.	translocation	5'UTR/splice-site	intergenic	ENST00000441876	.	.	[]	[]
FAM118A	SOX6	22	11	45310183	15950957	+	+	+	.	translocation	5'UTR/splice-site	intergenic	ENST00000441876	.	.	[]	[]
NOTCH1	RNF224	9	9	136498899	137226419	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000651671	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
NOTCH1	RNF208	9	9	136498899	137221738	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000651671	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
NOTCH1	CYSRT1	9	9	136498899	137221738	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000651671	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
TMEM38A	MED26	19	19	16661341	16578409	+	-	+	-	inversion	CDS/splice-site	CDS/splice-site	ENST00000187762	ENST00000263390	out-of-frame	[]	[]
DIAPH2	AL137845.1	X	X	96965207	96066716	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000324765	.	out-of-frame	[]	[]
TAB2	UST	6	6	149342833	148964410	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000367456	ENST00000367463	.	[]	[]
ZMYND8	SLC2A10	20	20	47265369	46813692	-	-	-	.	deletion	intron	intergenic	.	.	.	[]	[]
SEC61A2	AL512631.2	10	10	12158455	11661749	+	+	+	.	duplication	intron	intergenic	ENST00000466451	.	.	[]	[]
SEC61A2	AL512631.1	10	10	12158455	11661749	+	+	+	.	duplication	intron	intergenic	ENST00000466451	.	.	[]	[]
FAM102A	AL358074.1	9	9	127979992	125743937	-	-	-	-	deletion	CDS/splice-site	exon/splice-site	ENST00000373095	ENST00000444800	out-of-frame	[]	[]
TSPAN2	AL139415.2	1	1	115060505	8911226	-	-	-	.	deletion	CDS	intergenic	ENST00000369516	.	out-of-frame	[]	[]
TSPAN2	CA6	1	1	115060505	8911226	-	-	-	.	deletion	CDS	intergenic	ENST00000369516	.	out-of-frame	[]	[]
SDCBP2	AL136531.2	20	20	1310800	1320435	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000360779	ENST00000618770	out-of-frame	[]	[]
AC008764.1	C19orf44	19	19	16627872	16517230	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000409035	ENST00000221671	in-frame	[]	[]
CDKAL1	E2F3	6	6	20548632	20431258	+	+	+	+	duplication	CDS	intron	ENST00000274695	.	out-of-frame	[]	[]
ATP2B4	LARP7P1	1	1	203631921	203392949	+	+	+	.	duplication	intron	intergenic	ENST00000367218	.	.	[]	[]
BST2	ZNF788P	19	19	17403680	12093836	-	+	-	+	inversion	3'UTR/splice-site	exon/splice-site	ENST00000252593	ENST00000397755	stop-codon	[]	[]
ATP2B4	AL359837.1	1	1	203631921	203392949	+	+	+	.	duplication	intron	intergenic	ENST00000367218	.	.	[]	[]
PKD1P1	NPIPA7	16	16	16340408	16379303	+	+	+	+	deletion/read-through	intergenic	CDS	ENST00000458669	ENST00000530217	.	[]	[]
AC015688.4	LGALS9DP	17	17	27640672	27746177	+	+	+	+	deletion/read-through	3'UTR	exon	ENST00000584605	ENST00000580112	.	[]	[]
ADH5P2	PTGFR	1	1	79703922	78398951	+	+	+	+	duplication	intergenic	5'UTR/splice-site	.	ENST00000370758	.	[]	[]
PHRF1	PSMD13	11	11	587464	259876	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000264555	.	out-of-frame	[]	[]
PHRF1	NLRP6	11	11	587464	259876	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000264555	.	out-of-frame	[]	[]
FAM102A	MAPKAP1	9	9	127979992	125724235	-	-	-	.	deletion	CDS/splice-site	intergenic	ENST00000373095	.	out-of-frame	[]	[]
MILR1	AC234063.1	17	17	64467645	64447176	+	+	+	.	duplication	3'UTR/splice-site	intergenic	ENST00000619286	.	stop-codon	[]	[]
PLEKHG1	IYD	6	6	150650786	150492269	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000643692	.	.	[]	[]
PLEKHG1	AL451061.1	6	6	150650786	150492269	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000643692	.	.	[]	[]
LINC02246	NRIP1	21	21	14825522	15043573	-	-	-	-	duplication	intron	5'UTR/splice-site	ENST00000625278	ENST00000318948	.	[]	[]
AL137800.1	SMG7	1	1	183616198	183544353	+	+	+	+	duplication	exon/splice-site	CDS/splice-site	ENST00000665299	ENST00000367537	.	[]	[]
MMP24	RNA5SP480	20	20	35246988	31350404	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000246186	.	out-of-frame	[]	[]
MMP24	HAUS6P2	20	20	35246988	31350404	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000246186	.	out-of-frame	[]	[]
KIAA0319L	WBP1LP4	1	5	35554350	181425742	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000325722	.	out-of-frame	[]	[]
KIAA0319L	RPL23AP45	1	5	35554350	181425742	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000325722	.	out-of-frame	[]	[]
ECT2	SLC7A14-AS1	3	3	172774022	170578860	+	+	+	+	duplication	CDS/splice-site	intron	ENST00000232458	.	out-of-frame	[]	[]
ECT2	AC026316.4	3	3	172774022	170578860	+	+	+	+	duplication	CDS/splice-site	intron	ENST00000232458	.	out-of-frame	[]	[]
KLHL29	OSR1	2	2	23475667	19431544	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000486442	.	.	[]	[]
FAM118A	NUP50-DT	22	22	45310183	45029916	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000441876	.	.	[]	[]
FAM118A	PHF21B	22	22	45310183	45029916	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000441876	.	.	[]	[]
NMNAT2	AL353072.1	1	1	183261002	194633020	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000287713	.	out-of-frame	[]	[]
NMNAT2	RNU6-983P	1	1	183261002	194633020	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000287713	.	out-of-frame	[]	[]
KLHL29	AC010096.1	2	2	23475667	19431544	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000486442	.	.	[]	[]
SPTLC1	PRSS47	9	9	92048725	92190961	-	-	-	-	duplication	intron	exon	.	ENST00000672321	.	[]	[]
MILR1	AC234063.1	17	17	64467645	64446338	+	+	+	.	duplication	3'UTR/splice-site	intergenic	ENST00000619286	.	stop-codon	[]	[]
LAMC2	AL136456.1	1	1	183192315	194012379	+	+	+	+	deletion	intron	intron	.	.	.	[]	[]
SLC5A5	NIBAN3	19	19	17891001	17543317	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000222248	ENST00000335393	in-frame	[]	[]
FAM118A	SOX6	22	11	45313904	15950321	+	+	+	.	translocation	intron	intergenic	.	.	.	[]	[]
FAM118A	LINC02682	22	11	45313904	15950321	+	+	+	.	translocation	intron	intergenic	.	.	.	[]	[]
COG5	IMMP2L	7	7	107460999	111479316	-	-	-	-	duplication	intron	intron	.	.	.	[]	[]
BST2	ZNF788P	19	19	17403680	12097857	-	+	-	+	inversion	3'UTR/splice-site	exon/splice-site	ENST00000252593	ENST00000397755	stop-codon	[]	[]
MUC16	OR7D4	19	19	9010269	9214853	-	-	-	-	duplication	intergenic	5'UTR/splice-site	.	ENST00000641244	.	['Cancer']	[]
BST2	ZNF788P	19	19	17394854	12092264	-	+	-	+	inversion	intergenic	exon	.	ENST00000596096	.	[]	[]
CCDC194	ZNF788P	19	19	17394854	12092264	-	+	-	+	inversion	intergenic	exon	.	ENST00000596096	.	[]	[]
MUC16	OR7E19P	19	19	9010269	9268839	-	-	-	-	duplication	intergenic	intergenic	.	ENST00000588789	.	['Cancer']	[]
CSDE1	SIKE1	1	1	114727518	114819103	-	-	-	.	duplication	intron	intergenic	.	.	.	[]	[]
CSDE1	NR1H5P	1	1	114727518	114819103	-	-	-	.	duplication	intron	intergenic	.	.	.	[]	[]
SAMD4B	GMFG	19	19	39343659	39342358	+	-	+	-	inversion	intron	5'UTR	.	ENST00000600322	.	[]	[]
GTPBP10	AC002064.1	7	7	90363178	90313096	+	+	+	+	duplication	intron	intron	.	.	.	[]	[]
ACIN1	SLC25A17	14	22	23075629	40723009	-	-	-	.	translocation	intron	intergenic	.	.	.	[]	[]
ACIN1	MCHR1	14	22	23075629	40723009	-	-	-	.	translocation	intron	intergenic	.	.	.	[]	[]
CDR2L	MRPL58	17	17	74988122	75017078	+	+	+	+	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000337231	ENST00000301585	out-of-frame	[]	[]
RAB11B-AS1	NOVA2	19	19	8376962	45974351	-	-	-	.	duplication	exon/splice-site	intergenic	ENST00000593581	.	.	[]	[]
RAB11B-AS1	CCDC61	19	19	8376962	45974351	-	-	-	.	duplication	exon/splice-site	intergenic	ENST00000593581	.	.	[]	[]
SMARCC2	AC126175.2	12	12	56178022	91662015	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000550164	.	out-of-frame	[]	[]
SMARCC2	AC025254.1	12	12	56178022	91662015	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000550164	.	out-of-frame	[]	[]
KIAA0319L	AC144568.2	1	8	35554350	106881	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000325722	.	out-of-frame	[]	[]
KIAA0319L	AC131281.2	1	8	35554350	106881	-	+	-	.	translocation	CDS/splice-site	intergenic	ENST00000325722	.	out-of-frame	[]	[]
NPM1	AC022440.1	5	5	171391799	171485986	+	+	+	.	deletion/read-through	CDS/splice-site	intergenic	ENST00000517671	.	out-of-frame	['Druggable', 'Cancer']	[]
FAM118A	PHF21B	22	22	45310183	45029916	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000216214	.	.	[]	[]
NPM1	FGF18	5	5	171391799	171485986	+	+	+	.	deletion/read-through	CDS/splice-site	intergenic	ENST00000517671	.	out-of-frame	['Druggable', 'Cancer']	[]
FAM118A	NUP50-DT	22	22	45310183	45029916	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000216214	.	.	[]	[]
KLHL26	CRTC1	19	19	18669241	18749781	+	+	+	+	deletion/read-through	CDS	CDS/splice-site	ENST00000300976	ENST00000338797	in-frame	[]	['Cancer']
GON4L	RPL23AP97	1	13	155771067	114353894	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000615926	.	out-of-frame	[]	[]
SNX11	ATP5MC1P8	17	10	48119186	76855252	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000359238	.	out-of-frame	[]	[]
SNX11	KCNMA1	17	10	48119186	76855252	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000359238	.	out-of-frame	[]	[]
RNU6-362P	KCTD2	17	17	75021959	75053014	+	+	+	+	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000322444	.	[]	[]
MRPL58	KCTD2	17	17	75021959	75053014	+	+	+	+	deletion/read-through	intergenic	CDS/splice-site	.	ENST00000322444	.	[]	[]
KALRN	GPR37L1	3	1	124033813	202127741	+	+	+	+	translocation	intergenic	CDS/splice-site	.	ENST00000367282	.	['Kinases']	[]
CAMK2G	NUP50-DT	10	22	73847225	45114420	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000394762	.	out-of-frame	['Kinases']	[]
